Index;SongName;Artist;Genre;Popularity;Danceability;Energy;Valence;Var9;Var10
456;Hayloft;Mother Mother;['indie pop', 'vancouver indie'];81;0.527;0.922;0.49;2;0
457;Esquema Preferido (feat. Tarcísio do Acordeon);DJ Ivis;['piseiro'];73;0.676;0.823;0.907;2;0
458;Además de Mí - Remix;Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK;['trap argentino', 'trap latino', 'trap triste'];78;0.397;0.613;0.405;1;0
459;Payphone;Maroon 5, Wiz Khalifa;['pop', 'pop rock'];74;0.739;0.756;0.523;2;0
460;Ghost;Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];71;0.601;0.741;0.441;1;0
462;Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track;Jack Harlow;['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap'];73;0.904;0.723;0.835;2;0
463;Take on Me;a-ha;['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop'];84;0.573;0.902;0.876;2;0
464;BEBÉ;Camilo, El Alfa;['colombian pop', 'reggaeton colombiano'];78;0.862;0.72;0.965;2;0
466;Tu Veneno;J Balvin;['latin', 'reggaeton', 'reggaeton colombiano'];76;0.664;0.659;0.797;2;0
467;Deserve You;Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];69;0.677;0.633;0.409;1;0
468;2 Much;Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];70;0.583;0.444;0.167;1;0
469;Tusa;KAROL G, Nicki Minaj;['latin', 'reggaeton', 'reggaeton colombiano'];80;0.803;0.715;0.574;2;0
470;Una Locura;Ozuna, J Balvin, Chencho Corleone;['latin', 'puerto rican pop', 'reggaeton', 'trap latino'];81;0.714;0.761;0.906;2;0
471;Loved By You (feat. Burna Boy);Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];69;0.79;0.724;0.642;2;0
472;Girls Like Us;Zoe Wees;['german pop'];78;0.444;0.648;0.171;1;0
473;Lemon Pepper Freestyle (feat. Rick Ross);Drake;['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'];76;0.77;0.637;0.431;1;0
474;Esquema Preferido;DJ Ivis, Tarcísio do Acordeon;['piseiro'];73;0.676;0.823;0.907;2;0
475;Love Not War (The Tampa Beat);Jason Derulo, Nuka;['dance pop', 'pop', 'pop rap', 'post-teen pop'];79;0.738;0.85;0.865;2;0
476;Die For You (feat. Dominic Fike);Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];67;0.728;0.629;0.71;2;0
477;Starboy;The Weeknd, Daft Punk;['canadian contemporary r&b', 'canadian pop', 'pop'];83;0.679;0.587;0.486;1;0
478;La Tóxica;Farruko;['latin', 'latin hip hop', 'reggaeton', 'trap latino'];78;0.659;0.701;0.623;2;0
479;Coração Na Cama - Ao Vivo;Hugo & Guilherme;['sertanejo pop'];77;0.764;0.794;0.721;2;0
480;Love You Different (feat. BEAM);Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];66;0.759;0.584;0.374;1;0
481;Somebody;Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];67;0.714;0.833;0.663;2;0
482;White Dress;Lana Del Rey;['art pop', 'pop'];65;0.493;0.263;0.158;1;0
483;Polvo;Nicky Jam, Myke Towers;['latin', 'latin hip hop', 'reggaeton', 'trap latino'];76;0.763;0.621;0.582;2;0
484;Chemtrails Over The Country Club;Lana Del Rey;['art pop', 'pop'];73;0.334;0.276;0.429;1;0
485;Parce (feat. Justin Quiles);Maluma, Lenny Tavárez;['latin', 'reggaeton', 'reggaeton colombiano'];78;0.691;0.739;0.884;2;0
486;Ropa Cara;Camilo;['colombian pop', 'reggaeton colombiano'];73;0.813;0.526;0.608;2;0
487;Vida de Rico;Camilo;['colombian pop', 'reggaeton colombiano'];79;0.824;0.457;0.95;2;0
488;Devil Eyes;Hippie Sabotage;['edm', 'electronic trap'];80;0.391;0.396;0.199;1;0
489;Ponte Pa' Mi;Justin Quiles;['latin', 'reggaeton', 'trap latino'];76;0.878;0.713;0.615;2;0
490;Dámelo To’ (feat. Myke Towers);Selena Gomez;['dance pop', 'pop', 'post-teen pop'];64;0.787;0.641;0.437;1;0
491;Patience (feat. YUNGBLUD & Polo G);KSI;['uk hip hop'];71;0.616;0.741;0.431;1;0
492;Selfish Love (with Selena Gomez);DJ Snake;['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance'];74;0.723;0.646;0.443;1;0
494;DAYWALKER! (feat. CORPSE);Machine Gun Kelly;['ohio hip hop', 'pop rap'];74;0.632;0.922;0.497;2;0
495;La Curiosidad;Jay Wheeler, DJ Nelson, Myke Towers;['latin', 'reggaeton', 'trap latino'];82;0.845;0.677;0.68;2;0
496;All We Got (feat. KIDDO);Robin Schulz;['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house'];74;0.504;0.76;0.64;2;0
497;Say So;Doja Cat;['dance pop', 'pop'];82;0.787;0.673;0.779;2;0
498;Hope;XXXTENTACION;['emo rap', 'miami hip hop'];84;0.592;0.457;0.225;1;0
499;The Less I Know The Better;Tame Impala;['australian psych', 'neo-psychedelic'];84;0.64;0.74;0.785;2;0
500;I Feel It Coming;The Weeknd, Daft Punk;['canadian contemporary r&b', 'canadian pop', 'pop'];80;0.773;0.819;0.585;2;0
501;Mood Swings (feat. Lil Tjay);Pop Smoke;['brooklyn drill'];82;0.48;0.602;0.269;1;0
502;Someone To You;BANNERS;['indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rock'];79;0.52;0.903;0.652;2;0
503;To the Bone;Pamungkas;['indonesian pop'];81;0.668;0.727;0.939;2;0
504;How You Like That;BLACKPINK;['k-pop', 'k-pop girl group'];79;0.812;0.761;0.344;1;0
505;LOST;NF, Hopsin;['hip hop', 'pop rap', 'rap'];66;0.637;0.912;0.451;2;0
507;AP - Music from the film Boogie;Pop Smoke;['brooklyn drill'];75;0.751;0.744;0.634;2;0
509;CHIAMAMI PER NOME;Francesca Michielin, Fedez;['italian adult pop', 'italian indie pop', 'italian pop', 'italian pop rock'];67;0.641;0.636;0.285;1;0
510;Antes;Anuel AA, Ozuna;['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino'];73;0.817;0.737;0.67;2;0
511;Mona Lisa;Booba, JSX;['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient'];72;0.784;0.529;0.246;1;0
512;Real As It Gets (feat. EST Gee);Lil Baby;['atl hip hop', 'atl trap', 'rap', 'trap'];74;0.779;0.705;0.196;1;0
513;Se Te Nota (with Guaynaa);Lele Pons;['latin pop', 'viral pop'];77;0.905;0.686;0.963;2;0
514;Head Shoulders Knees & Toes (feat. Norma Jean Martine);Ofenbach, Quarterhead;['edm', 'new french touch', 'pop dance', 'tropical house'];79;0.798;0.828;0.6;2;0
515;Star Shopping;Lil Peep;['emo rap', 'lgbtq+ hip hop'];82;0.585;0.471;0.323;1;0
516;Electric Love;BØRNS;['modern alternative rock', 'modern rock', 'pop'];83;0.611;0.797;0.518;2;0
517;Maniac;Conan Gray;['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop'];82;0.628;0.639;0.493;1;0
518;Only Wanna Be With You - Pokémon 25 Version;Post Malone;['dfw rap', 'melodic rap', 'rap'];72;0.47;0.709;0.247;1;0
519;test drive;Ariana Grande;['dance pop', 'pop', 'post-teen pop'];71;0.698;0.708;0.322;1;0
520;Tú Me Dejaste De Querer;C. Tangana, Niño de Elche, La Húngara;['urbano espanol'];75;0.823;0.723;0.505;2;0
521;SO DONE;The Kid LAROI;['australian hip hop'];74;0.719;0.598;0.303;1;0
522;Jeans;Justin Quiles;['latin', 'reggaeton', 'trap latino'];75;0.807;0.656;0.89;2;0
523;ROXANNE;Arizona Zervas;['pop rap', 'rhode island rap'];82;0.621;0.601;0.457;1;0
524;rockstar (feat. 21 Savage);Post Malone;['dfw rap', 'melodic rap', 'rap'];83;0.585;0.52;0.129;1;0
525;Párteme La Cara;C. Tangana, Ed Maverick;['urbano espanol'];70;0.761;0.296;0.579;1;0
526;Without Me;Halsey;['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop'];79;0.752;0.488;0.533;1;0
527;BOOKER T;Bad Bunny;['latin', 'reggaeton', 'trap latino'];77;0.883;0.6;0.691;2;0
528;Intentions (feat. Quavo);Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];77;0.806;0.546;0.874;2;0
529;Sofia;Clairo;['bedroom pop', 'indie pop', 'pop'];81;0.744;0.619;0.641;2;0
530;Photograph;Ed Sheeran;['pop', 'uk pop'];83;0.614;0.379;0.201;1;0
532;Madonna;Bausa, Apache 207;['german hip hop', 'german pop'];68;0.806;0.565;0.311;1;0
533;CLOUDS;NF;['hip hop', 'pop rap', 'rap'];69;0.793;0.65;0.809;2;0
535;Skin;Sabrina Carpenter;['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop'];76;0.557;0.457;0.328;1;0
536;Tyler Herro;Jack Harlow;['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap'];76;0.794;0.756;0.775;2;0
537;Remember That Night?;Sara Kays;['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop'];78;0.679;0.61;0.554;2;0
538;Lifestyle (feat. Adam Levine);Jason Derulo, Maroon 5;['dance pop', 'pop', 'pop rap', 'post-teen pop'];78;0.749;0.674;0.711;2;0
539;Fly Away;Tones And I;['australian pop', 'pop'];79;0.806;0.513;0.503;1;0
540;Despeinada;Ozuna, Camilo;['latin', 'puerto rican pop', 'reggaeton', 'trap latino'];75;0.734;0.775;0.72;2;0
541;motive (with Doja Cat);Ariana Grande;['dance pop', 'pop', 'post-teen pop'];80;0.789;0.742;0.661;2;0
542;I Don't Care (with Justin Bieber);Ed Sheeran;['pop', 'uk pop'];80;0.798;0.675;0.842;2;0
544;Nathy Peluso: Bzrp Music Sessions, Vol. 36;Bizarrap, Nathy Peluso;['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino'];77;0.65;0.655;0.735;2;0
545;Hawái - Remix;Maluma, The Weeknd;['latin', 'reggaeton', 'reggaeton colombiano'];77;0.766;0.788;0.609;2;0
546;Tattoo - Remix with Camilo;Rauw Alejandro;['puerto rican pop', 'trap latino'];78;0.848;0.637;0.698;2;0
548;Moonlight;XXXTENTACION;['emo rap', 'miami hip hop'];83;0.921;0.537;0.711;2;0
549;Thinking out Loud;Ed Sheeran;['pop', 'uk pop'];82;0.781;0.445;0.591;1;0
550;Toosie Slide;Drake;['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'];78;0.834;0.454;0.837;2;0
551;Earned It (Fifty Shades Of Grey);The Weeknd;['canadian contemporary r&b', 'canadian pop', 'pop'];69;0.659;0.291;0.406;1;0
552;ily (i love you baby) (feat. Emilee);Surf Mesa;['tropical house'];81;0.674;0.774;0.33;1;0
553;Wonderwall;Oasis;['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock'];78;0.375;0.893;0.434;1;0
554;Everybody Dies In Their Nightmares;XXXTENTACION;['emo rap', 'miami hip hop'];83;0.734;0.57;0.689;2;0
555;Bad Boy (with Young Thug);Juice WRLD;['chicago rap', 'melodic rap'];76;0.697;0.674;0.198;1;0
556;Lo Vas A Olvidar (with ROSALÍA);Billie Eilish;['electropop', 'pop'];68;0.343;0.243;0.32;1;0
557;Floating Through Space;Sia, David Guetta;['australian dance', 'australian pop', 'dance pop', 'pop'];78;0.575;0.844;0.277;1;0
558;Can't Feel My Face;The Weeknd;['canadian contemporary r&b', 'canadian pop', 'pop'];80;0.705;0.769;0.583;2;0
559;You (with Marshmello & Vance Joy);benny blanco;['electropop', 'pop', 'pop rap'];73;0.668;0.563;0.305;1;0
560;Call Out My Name;The Weeknd;['canadian contemporary r&b', 'canadian pop', 'pop'];80;0.461;0.593;0.175;1;0
561;Midnight Sky;Miley Cyrus;['dance pop', 'pop', 'post-teen pop'];76;0.705;0.814;0.259;1;0
562;Pressure (feat. Tove Lo);Martin Garrix;['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house'];76;0.859;0.558;0.357;1;0
563;Can You Feel My Heart;Bring Me The Horizon;['melodic metalcore', 'metalcore', 'rock', 'uk metalcore'];77;0.15;0.859;0.354;1;0
564;Agua de Jamaica;Maluma;['latin', 'reggaeton', 'reggaeton colombiano'];75;0.664;0.665;0.726;2;0
565;Mds;Kawe, Mc Lele JP;['brazilian hip hop', 'funk ostentacao'];72;0.885;0.561;0.644;2;0
566;Heartless;The Weeknd;['canadian contemporary r&b', 'canadian pop', 'pop'];77;0.537;0.746;0.252;1;0
567;pov;Ariana Grande;['dance pop', 'pop', 'post-teen pop'];79;0.487;0.534;0.173;1;0
568;Be Alright;Dean Lewis;['australian pop', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop'];80;0.553;0.586;0.443;1;0
569;Cry Baby (feat. DaBaby);Megan Thee Stallion;['houston rap', 'pop', 'pop rap', 'trap queen'];76;0.957;0.437;0.616;2;0
571;Ohne Dich;KASIMIR1441, badmómzjay, WILDBWOYS;['german alternative rap', 'german hip hop', 'german trap', 'tekk'];70;0.807;0.535;0.925;2;0
572;Gravity (feat. Tyler, The Creator);Brent Faiyaz, DJ Dahi;['dmv rap', 'pop', 'r&b', 'rap'];76;0.539;0.615;0.493;1;0
573;Vibez;ZAYN;['dance pop', 'pop', 'post-teen pop', 'uk pop'];69;0.635;0.659;0.34;1;0
574;All I Want - From "High School Musical: The Musical: The Series";Olivia Rodrigo;['pop'];76;0.376;0.43;0.129;1;0
575;Daisy;Ashnikko;['electropop', 'escape room', 'pop'];76;0.834;0.663;0.774;2;0
576;Wasted On You;Morgan Wallen;['contemporary country'];76;0.505;0.657;0.252;1;0
577;La Jeepeta - Remix;Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka;['latin', 'reggaeton', 'trap latino'];75;0.815;0.715;0.786;2;0
578;Los Dioses;Anuel AA, Ozuna;['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino'];73;0.817;0.737;0.67;2;0
579;Si Me Tomo Una Cerveza;Migrantes, Alico;['cumbia pop'];74;0.72;0.613;0.857;2;0
580;Somebody’s Problem;Morgan Wallen;['contemporary country'];70;0.657;0.54;0.625;2;0
581;De Una Vez;Selena Gomez;['dance pop', 'pop', 'post-teen pop'];70;0.659;0.479;0.395;1;0
582;Way Out (feat. Big Sean);Jack Harlow;['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap'];72;0.945;0.582;0.907;2;0
584;Dancing in My Room;347aidan;['sad rap'];79;0.98;0.413;0.764;2;0
585;De Cora <3;Rauw Alejandro, J Balvin;['puerto rican pop', 'trap latino'];73;0.811;0.683;0.571;2;0
586;champagne problems;Taylor Swift;['pop', 'post-teen pop'];75;0.462;0.24;0.32;1;0
587;Go Crazy;Chris Brown, Young Thug;['dance pop', 'pop', 'pop rap', 'r&b', 'rap'];80;0.755;0.578;0.581;2;0
588;Reminds Me Of You;Juice WRLD, The Kid LAROI;['chicago rap', 'melodic rap'];75;0.613;0.631;0.33;1;0
589;Don't Play;Anne-Marie, KSI, Digital Farm Animals;['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop'];73;0.695;0.784;0.52;2;0
591;Buss It;Erica Banks;['trap queen'];72;0.956;0.502;0.795;2;0
592;Kings & Queens;Ava Max;['dance pop', 'pop'];82;0.637;0.69;0.457;1;0
593;Lovesick Girls;BLACKPINK;['k-pop', 'k-pop girl group'];75;0.654;0.707;0.448;1;0
594;Caramelo;Ozuna;['latin', 'puerto rican pop', 'reggaeton', 'trap latino'];74;0.728;0.806;0.698;2;0
595;Deep End;Fousheé;['brooklyn drill', 'nyc rap'];72;0.868;0.479;0.776;2;0
596;Sand In My Boots;Morgan Wallen;['contemporary country'];75;0.403;0.537;0.414;1;0
597;865;Morgan Wallen;['contemporary country'];70;0.532;0.584;0.367;1;0
598;7 Summers;Morgan Wallen;['contemporary country'];73;0.466;0.786;0.571;2;0
599;HACIENDO QUE ME AMAS;Bad Bunny;['latin', 'reggaeton', 'trap latino'];78;0.584;0.411;0.412;1;0
600;La Luz;Sech, J Balvin;['latin', 'panamanian pop', 'reggaeton', 'trap latino'];70;0.665;0.697;0.556;2;0
602;More Than My Hometown;Morgan Wallen;['contemporary country'];75;0.62;0.869;0.597;2;0
604;Recairei - Ao Vivo;Os Barões Da Pisadinha;['forro', 'piseiro'];69;0.582;0.937;0.939;2;0
605;Ice Cream (with Selena Gomez);BLACKPINK;['k-pop', 'k-pop girl group'];71;0.79;0.701;0.91;2;0
607;Fever;Dua Lipa, Angèle;['dance pop', 'pop', 'uk pop'];73;0.868;0.693;0.396;1;0
608;Angst;Apache 207;['german hip hop'];67;0.599;0.79;0.528;2;0
609;no body, no crime (feat. HAIM);Taylor Swift;['pop', 'post-teen pop'];68;0.546;0.613;0.535;1;0
610;Sunday Best;Surfaces;['bedroom soul', 'pop'];80;0.878;0.525;0.694;2;0
612;Happier;Marshmello, Bastille;['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house'];82;0.687;0.792;0.671;2;0
613;Don't Stop Me Now - Remastered 2011;Queen;['classic rock', 'glam rock', 'rock'];74;0.563;0.865;0.601;2;0
615;Basta Você Me Ligar - Ao Vivo;Os Barões Da Pisadinha, Xand Avião;['forro', 'piseiro'];68;0.599;0.914;0.831;2;0
617;Lose Control;MEDUZA, Becky Hill, Goodboys;['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house'];82;0.598;0.526;0.529;1;0
618;I CAN'T STOP ME;TWICE;['k-pop', 'k-pop girl group'];76;0.657;0.88;0.769;2;0
619;E-GIRLS ARE RUINING MY LIFE!;CORPSE, Savage Ga$p;['dream smp', 'viral rap'];77;0.614;0.937;0.386;1;0
620;All I Want for Christmas Is You;Mariah Carey;['dance pop', 'pop', 'r&b', 'urban contemporary'];65;0.336;0.627;0.35;1;0
621;Last Christmas;Wham!;['disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop'];63;0.735;0.478;0.947;2;0
622;Santa Tell Me;Ariana Grande;['dance pop', 'pop', 'post-teen pop'];61;0.525;0.621;0.591;2;0
623;Rockin' Around The Christmas Tree;Brenda Lee;['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz'];58;0.589;0.472;0.898;2;0
625;It's Beginning to Look a Lot like Christmas;Michael Bublé;['adult standards', 'canadian pop', 'jazz pop', 'lounge'];55;0.339;0.214;0.363;1;0
626;It's the Most Wonderful Time of the Year;Andy Williams;['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz'];55;0.24;0.598;0.776;2;0
627;Underneath the Tree;Kelly Clarkson;['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show'];49;0.509;0.812;0.689;2;0
628;Feliz Navidad;José Feliciano;['latin pop', 'puerto rican pop'];49;0.513;0.831;0.963;2;0
629;Let It Snow! Let It Snow! Let It Snow!;Dean Martin;['adult standards', 'easy listening', 'lounge', 'vocal jazz'];54;0.451;0.24;0.701;2;0
630;Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet);Frank Sinatra;['adult standards', 'easy listening', 'lounge'];53;0.652;0.259;0.836;2;0
631;Mistletoe;Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];59;0.657;0.56;0.854;2;0
633;Do They Know It's Christmas? - 1984 Version;Band Aid;['musical advocacy'];51;0.599;0.642;0.349;1;0
634;Wonderful Christmastime - Edited Version / Remastered 2011;Paul McCartney;['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock'];51;0.774;0.511;0.771;2;0
635;Holly Jolly Christmas;Michael Bublé;['adult standards', 'canadian pop', 'jazz pop', 'lounge'];48;0.647;0.465;0.699;2;0
636;Happy Xmas (War Is Over) - Remastered 2010;John Lennon, Yoko Ono;['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock'];53;0.321;0.64;0.414;1;0
638;The Christmas Song (Merry Christmas To You);Nat King Cole;['adult standards', 'lounge', 'soul', 'vocal jazz'];53;0.319;0.21;0.209;1;0
639;White Christmas;Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra;['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz'];51;0.317;0.158;0.247;1;0
640;Slay3r;Playboi Carti;['atl hip hop', 'plugg', 'rap', 'trap'];63;0.885;0.661;0.436;1;0
641;A Holly Jolly Christmas - Single Version;Burl Ives;['adult standards', 'american folk revival'];49;0.683;0.375;0.888;2;0
642;Fairytale of New York (feat. Kirsty MacColl);The Pogues;['celtic', 'celtic punk', 'celtic rock', 'folk punk', 'irish folk', 'punk'];55;0.271;0.551;0.428;1;0
643;Merry Christmas Everyone;Shakin' Stevens;['classic uk pop', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock'];47;0.534;0.904;0.96;2;0
644;Blue Christmas;Elvis Presley;['rock-and-roll', 'rockabilly'];49;0.465;0.27;0.58;1;0
647;Santa Baby;Kylie Minogue;['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop'];42;0.685;0.391;0.443;1;0
648;It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra);Perry Como, The Fontane Sisters;['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz'];49;0.724;0.276;0.718;2;0
650;Step Into Christmas;Elton John;['glam rock', 'mellow gold', 'piano rock'];43;0.526;0.925;0.819;2;0
651;Show Out (with Skepta & Pop Smoke);Kid Cudi;['hip hop', 'ohio hip hop', 'pop rap', 'rap'];76;0.619;0.589;0.158;1;0
652;Investe Em Mim;Jonas Esticado;['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario'];72;0.632;0.953;0.798;2;0
653;Lance Individual;Jorge & Mateus;['sertanejo', 'sertanejo universitario'];72;0.752;0.62;0.962;2;0
654;Jingle Bell Rock - Daryl's Version;Daryl Hall & John Oates;['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock'];43;0.666;0.841;0.84;2;0
656;Christmas Lights;Coldplay;['permanent wave', 'pop'];53;0.295;0.496;0.224;1;0
657;Have Yourself A Merry Little Christmas;Sam Smith;['dance pop', 'pop', 'post-teen pop', 'uk pop'];46;0.438;0.178;0.344;1;0
658;Santa's Coming for Us;Sia;['australian dance', 'australian pop', 'dance pop', 'pop'];49;0.547;0.814;0.724;2;0
659;My Only Wish (This Year);Britney Spears;['dance pop', 'pop', 'post-teen pop'];43;0.669;0.843;0.702;2;0
660;Baby, It's Cold Outside (feat. Meghan Trainor);Brett Eldredge;['contemporary country', 'country', 'country road', 'modern country rock'];44;0.583;0.572;0.684;2;0
661;Like It's Christmas;Jonas Brothers;['boy band', 'dance pop', 'pop', 'post-teen pop'];47;0.725;0.571;0.61;2;0
662;Christmas Without You;Ava Max;['dance pop', 'pop'];45;0.654;0.596;0.382;1;0
663;You Make It Feel Like Christmas (feat. Blake Shelton);Gwen Stefani;['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary'];44;0.635;0.87;0.912;2;0
664;Gnat;Eminem;['detroit hip hop', 'hip hop', 'rap'];70;0.835;0.869;0.82;2;0
666;Santa Claus Is Coming to Town;Michael Bublé;['adult standards', 'canadian pop', 'jazz pop', 'lounge'];44;0.594;0.389;0.396;1;0
667;Baby It's Cold Outside (duet with Michael Bublé);Idina Menzel;['hollywood', 'show tunes'];47;0.553;0.476;0.558;1;0
668;‘tis the damn season;Taylor Swift;['pop', 'post-teen pop'];66;0.575;0.434;0.348;1;0
669;I Saw Mommy Kissing Santa Claus;The Jackson 5;['motown', 'soul'];44;0.583;0.712;0.614;2;0
670;Santa Baby (with Henri René & His Orchestra);Eartha Kitt, Henri Rene & His Orchestra;['adult standards', 'lounge', 'torch song', 'vocal jazz'];41;0.7;0.139;0.49;1;0
671;Carol of the Bells;Mykola Dmytrovych Leontovych, John Williams;['soundtrack'];51;0.418;0.106;0.8;2;0
672;gold rush;Taylor Swift;['pop', 'post-teen pop'];70;0.512;0.462;0.353;1;0
674;The Christmas Song (Shawn Mendes & Camila Cabello);Shawn Mendes;['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop'];42;0.341;0.181;0.212;1;0
675;Baby, It's Cold Outside;Dean Martin;['adult standards', 'easy listening', 'lounge', 'vocal jazz'];44;0.469;0.196;0.537;1;0
676;Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975;Bruce Springsteen;['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter'];44;0.357;0.668;0.407;1;0
677;One More Sleep;Leona Lewis;['british soul', 'dance pop', 'europop', 'pop', 'post-teen pop', 'talent show'];42;0.638;0.813;0.754;2;0
679;Naughty List (with Dixie);Liam Payne;['dance pop', 'pop', 'post-teen pop'];51;0.619;0.771;0.704;2;0
680;I'll Be Home;Meghan Trainor;['dance pop', 'hip pop', 'pop', 'post-teen pop'];45;0.542;0.37;0.289;1;0
681;Rudolph The Red-Nosed Reindeer;Dean Martin;['adult standards', 'easy listening', 'lounge', 'vocal jazz'];41;0.478;0.201;0.857;2;0
682;Mistletoe And Holly - Remastered 1999;Frank Sinatra;['adult standards', 'easy listening', 'lounge'];38;0.607;0.103;0.341;1;0
683;Jingle Bells - Remastered 1999;Frank Sinatra;['adult standards', 'easy listening', 'lounge'];36;0.512;0.339;0.951;2;0
684;Oh Santa! (feat. Ariana Grande & Jennifer Hudson);Mariah Carey;['dance pop', 'pop', 'r&b', 'urban contemporary'];47;0.648;0.938;0.849;2;0
685;Do You Hear What I Hear? - Remastered 2006;Bing Crosby;['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz'];44;0.566;0.246;0.412;1;0
686;Hallelujah;Pentatonix;['a cappella'];60;0.364;0.378;0.366;1;0
687;This Christmas;Donny Hathaway;['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul'];42;0.634;0.645;0.677;2;0
688;Winter Wonderland;Tony Bennett;['adult standards', 'easy listening', 'lounge', 'vocal jazz'];29;0.604;0.497;0.72;2;0
689;Christmas Tree Farm;Taylor Swift;['pop', 'post-teen pop'];52;0.598;0.68;0.437;1;0
690;Cozy Little Christmas;Katy Perry;['dance pop', 'pop', 'post-teen pop'];41;0.774;0.608;0.56;2;0
691;Merry Christmas, Happy Holidays;*NSYNC;['boy band', 'dance pop', 'pop', 'post-teen pop'];41;0.643;0.939;0.756;2;0
692;tolerate it;Taylor Swift;['pop', 'post-teen pop'];67;0.316;0.361;0.221;1;0
693;Please Come Home for Christmas - 2013 Remaster;Eagles;['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock'];44;0.612;0.289;0.466;1;0
694;My Kind Of Present;Meghan Trainor;['dance pop', 'hip pop', 'pop', 'post-teen pop'];41;0.485;0.444;0.777;2;0
695;happiness;Taylor Swift;['pop', 'post-teen pop'];65;0.559;0.334;0.211;1;0
696;ivy;Taylor Swift;['pop', 'post-teen pop'];66;0.515;0.545;0.535;1;0
697;dorothea;Taylor Swift;['pop', 'post-teen pop'];64;0.605;0.488;0.354;1;0
698;coney island (feat. The National);Taylor Swift;['pop', 'post-teen pop'];64;0.537;0.537;0.292;1;0
699;evermore (feat. Bon Iver);Taylor Swift;['pop', 'post-teen pop'];66;0.39;0.27;0.32;1;0
