Index;SongName;Artist;Genre;Popularity;Danceability;Energy;Valence;Var9;Var10
1413;Confirmation;Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];58;0.438;0.315;0.449;1;0
1414;Mios mit Bars;Luciano;['german drill', 'german hip hop'];57;0.677;0.633;0.404;1;0
1415;E.T.A.;Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];58;0.465;0.494;0.457;1;0
1416;Borderline;Tame Impala;['australian psych', 'neo-psychedelic'];77;0.621;0.873;0.873;2;0
1417;Take It Out On Me;Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];54;0.772;0.616;0.279;1;0
1418;No Shame;5 Seconds of Summer;['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop'];62;0.576;0.807;0.479;2;0
1419;Might Not Give Up (feat. Young Thug);A Boogie Wit da Hoodie;['melodic rap', 'pop rap', 'rap', 'trap'];57;0.687;0.592;0.246;1;0
1420;That's What Love Is;Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];59;0.639;0.437;0.751;2;0
1424;Good News;Mac Miller;['hip hop', 'pittsburgh rap', 'rap'];75;0.794;0.32;0.241;1;0
1425;wish you were gay;Billie Eilish;['electropop', 'pop'];76;0.853;0.351;0.282;1;0
1426;Only The Young - Featured in Miss Americana;Taylor Swift;['pop', 'post-teen pop'];63;0.56;0.78;0.602;2;0
1427;Lost In Yesterday;Tame Impala;['australian psych', 'neo-psychedelic'];69;0.569;0.84;0.749;2;0
1428;At Least For Now;Justin Bieber;['canadian pop', 'pop', 'post-teen pop'];54;0.375;0.304;0.295;1;0
1430;Too Good At Goodbyes;Sam Smith;['dance pop', 'pop', 'post-teen pop', 'uk pop'];72;0.681;0.372;0.476;1;0
1431;Intentions;Justin Bieber, Quavo;['canadian pop', 'pop', 'post-teen pop'];77;0.806;0.546;0.874;2;0
1432;Yikes;Nicki Minaj;['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop'];70;0.911;0.637;0.66;2;0
1433;Yellow Hearts;Ant Saunders;['chill r&b', 'pop'];70;0.866;0.438;0.695;2;0
1434;Birthday;Anne-Marie;['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop'];65;0.609;0.785;0.756;2;0
1435;HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX;Travis Scott;['rap', 'trap'];68;0.559;0.491;0.114;1;0
1436;Good as Hell (feat. Ariana Grande) - Remix;Lizzo;['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen'];71;0.668;0.892;0.478;2;0
1437;I Do It (ft. Big Sean, Lil Baby);Lil Wayne;['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap'];60;0.804;0.528;0.321;1;0
1438;Get Me;Justin Bieber, Kehlani;['canadian pop', 'pop', 'post-teen pop'];61;0.832;0.508;0.75;2;0
1439;Yo x Ti, Tu x Mi;ROSALÍA, Ozuna;['r&b en espanol'];74;0.78;0.759;0.579;2;0
1440;DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix;Justin Quiles, Natti Natasha, Farruko;['latin', 'reggaeton', 'trap latino'];72;0.743;0.709;0.831;2;0
1441;EARFQUAKE;Tyler, The Creator;['hip hop', 'rap'];79;0.554;0.498;0.413;1;0
1442;Pa' Olvidarme De Ella;Piso 21, Christian Nodal;['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino'];74;0.728;0.542;0.637;2;0
1443;Loco Contigo (feat. J. Balvin & Tyga);DJ Snake, J Balvin;['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance'];77;0.694;0.758;0.371;1;0
1444;Psycho;Red Velvet;['k-pop', 'k-pop girl group'];76;0.664;0.666;0.405;1;0
1445;Suge;DaBaby;['north carolina hip hop', 'rap'];76;0.876;0.662;0.844;2;0
1446;Con Altura;ROSALÍA, J Balvin, El Guincho;['r&b en espanol'];75;0.882;0.689;0.746;2;0
1447;Only Human;Jonas Brothers;['boy band', 'dance pop', 'pop', 'post-teen pop'];74;0.795;0.496;0.874;2;0
1448;Eleven;Khalid;['pop'];68;0.679;0.408;0.151;1;0
1449;Talk (feat. Disclosure);Khalid;['pop'];73;0.9;0.4;0.346;1;0
1450;Hot (Remix) [feat. Gunna and Travis Scott];Travis Scott, Young Thug;['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap'];68;0.845;0.631;0.545;2;0
1451;Weiss;Samra;['german hip hop'];56;0.6;0.525;0.436;1;0
1453;MIDDLE CHILD;J. Cole;['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap'];79;0.837;0.364;0.463;1;0
1454;Otro Trago - Remix;Sech, Ozuna, Anuel AA, Darell, Nicky Jam;['latin', 'panamanian pop', 'reggaeton', 'trap latino'];74;0.725;0.79;0.763;2;0
1455;FML;Arizona Zervas;['pop rap', 'rhode island rap'];74;0.822;0.575;0.616;2;0
1457;Those Kinda Nights (feat. Ed Sheeran);Eminem;['detroit hip hop', 'hip hop', 'rap'];66;0.794;0.637;0.393;1;0
1458;Mon Ami;Samra;['german hip hop'];53;0.801;0.731;0.537;2;0
1459;Break My Stride;Matthew Wilder;['new wave pop'];73;0.917;0.588;0.828;2;0
1460;Kein Wort;Juju, Loredana, Miksu / Macloud;['frauenrap', 'german hip hop', 'german pop'];62;0.746;0.592;0.629;2;0
1461;Graveyard;Halsey;['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop'];71;0.667;0.583;0.187;1;0
1462;Wake Up Call (feat. Trippie Redd);KSI;['uk hip hop'];56;0.642;0.669;0.227;1;0
1463;Turn Me On (feat. Vula);Riton, Oliver Heldens;['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance'];76;0.737;0.828;0.517;2;0
1464;Hips Don't Lie (feat. Wyclef Jean);Shakira;['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop'];83;0.778;0.824;0.758;2;0
1465;Liar;Camila Cabello;['dance pop', 'electropop', 'pop', 'post-teen pop'];69;0.74;0.498;0.652;2;0
1466;Going Bad (feat. Drake);Meek Mill;['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap'];79;0.889;0.496;0.544;1;0
1467;ME! (feat. Brendon Urie of Panic! At The Disco);Taylor Swift;['pop', 'post-teen pop'];77;0.61;0.83;0.728;2;0
1468;Panini;Lil Nas X;['lgbtq+ hip hop', 'pop rap'];74;0.703;0.594;0.475;1;0
1469;idontwannabeyouanymore;Billie Eilish;['electropop', 'pop'];78;0.483;0.412;0.247;1;0
1470;The London (feat. J. Cole & Travis Scott);J. Cole, Young Thug;['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap'];72;0.796;0.586;0.179;1;0
1471;223's (feat. 9lokknine);YNW Melly;['melodic rap', 'trap'];68;0.932;0.547;0.695;2;0
1472;Darkness;Eminem;['detroit hip hop', 'hip hop', 'rap'];65;0.671;0.623;0.195;1;0
1473;You Gon’ Learn (feat. Royce Da 5'9" & White Gold);Eminem;['detroit hip hop', 'hip hop', 'rap'];66;0.68;0.82;0.243;1;0
1474;Blue World;Mac Miller;['hip hop', 'pittsburgh rap', 'rap'];75;0.742;0.553;0.508;1;0
1475;Liberdade Provisória;Henrique & Juliano;['sertanejo pop', 'sertanejo universitario'];66;0.668;0.684;0.7;2;0
1476;Unaccommodating (feat. Young M.A);Eminem;['detroit hip hop', 'hip hop', 'rap'];65;0.852;0.752;0.389;1;0
1477;Donuts;Gzuz;['deep german hip hop', 'german hip hop', 'hamburg hip hop'];62;0.784;0.703;0.556;2;0
1478;Leaving Heaven (feat. Skylar Grey);Eminem;['detroit hip hop', 'hip hop', 'rap'];64;0.661;0.748;0.509;2;0
1479;Zu Ende;Samra, ELIF;['german hip hop'];57;0.707;0.747;0.491;1;0
1480;B.I.T.C.H.;Megan Thee Stallion;['houston rap', 'pop', 'pop rap', 'trap queen'];59;0.742;0.731;0.547;2;0
1482;Bi Sonraki Hayatımda Gel;Murda, Ezhel;['basshall', 'turkish trap'];57;0.933;0.448;0.737;2;0
1483;Legends;Juice WRLD;['chicago rap', 'melodic rap'];77;0.594;0.798;0.381;1;0
1484;11:00 PM;Maluma;['latin', 'reggaeton', 'reggaeton colombiano'];76;0.777;0.712;0.68;2;0
1485;Post Malone (feat. RANI);Sam Feldt;['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house'];73;0.59;0.642;0.651;2;0
1486;In Too Deep;Eminem;['detroit hip hop', 'hip hop', 'rap'];62;0.72;0.767;0.595;2;0
1487;Premonition - Intro;Eminem;['detroit hip hop', 'hip hop', 'rap'];62;0.847;0.637;0.511;1;0
1488;I Can See;Mac Miller;['hip hop', 'pittsburgh rap', 'rap'];60;0.699;0.503;0.546;1;0
1489;Hand Me Downs;Mac Miller;['hip hop', 'pittsburgh rap', 'rap'];64;0.677;0.33;0.336;1;0
1490;No Regrets (feat. Don Toliver);Eminem;['detroit hip hop', 'hip hop', 'rap'];63;0.756;0.747;0.687;2;0
1491;Complicated;Mac Miller;['hip hop', 'pittsburgh rap', 'rap'];62;0.831;0.36;0.601;1;0
1492;Lock It Up (feat. Anderson .Paak);Eminem;['detroit hip hop', 'hip hop', 'rap'];64;0.848;0.745;0.516;2;0
1493;Marsh;Eminem;['detroit hip hop', 'hip hop', 'rap'];62;0.871;0.493;0.495;1;0
1494;Stepdad;Eminem;['detroit hip hop', 'hip hop', 'rap'];61;0.779;0.805;0.557;2;0
1495;Yah Yah (feat. Royce Da 5'9", Black Thought, Q-Tip & Denaun);Eminem;['detroit hip hop', 'hip hop', 'rap'];60;0.458;0.966;0.356;1;0
1496;Never Love Again;Eminem;['detroit hip hop', 'hip hop', 'rap'];62;0.747;0.899;0.581;2;0
1497;Woods;Mac Miller;['hip hop', 'pittsburgh rap', 'rap'];64;0.779;0.362;0.46;1;0
1498;Farewell;Eminem;['detroit hip hop', 'hip hop', 'rap'];61;0.89;0.664;0.467;1;0
1499;Everybody;Mac Miller;['hip hop', 'pittsburgh rap', 'rap'];62;0.875;0.599;0.112;1;0
1500;Alfred - Interlude;Eminem;['detroit hip hop', 'hip hop', 'rap'];57;0.429;0.231;0.914;2;0
1501;Little Engine;Eminem;['detroit hip hop', 'hip hop', 'rap'];60;0.769;0.811;0.76;2;0
1502;I Will (feat. KXNG Crooked, Royce Da 5'9" & Joell Ortiz);Eminem;['detroit hip hop', 'hip hop', 'rap'];60;0.635;0.543;0.36;1;0
1503;Still Learning;Halsey;['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop'];59;0.708;0.661;0.317;1;0
1504;Surf;Mac Miller;['hip hop', 'pittsburgh rap', 'rap'];67;0.828;0.182;0.231;1;0
1505;That's On Me;Mac Miller;['hip hop', 'pittsburgh rap', 'rap'];60;0.583;0.499;0.342;1;0
1506;Once A Day;Mac Miller;['hip hop', 'pittsburgh rap', 'rap'];61;0.762;0.54;0.339;1;0
1507;Big Drip;Ufo361, Future;['german cloud rap', 'german hip hop'];48;0.791;0.535;0.443;1;0
1508;Hands;Mac Miller;['hip hop', 'pittsburgh rap', 'rap'];58;0.739;0.627;0.542;2;0
1509;Dans l'espace (feat. Heuss l'Enfoiré);Gambi;['francoton', 'french hip hop', 'pop urbaine', 'rap francais'];59;0.916;0.57;0.7;2;0
1510;Blanche;Maes, Booba;['francoton', 'french hip hop', 'pop urbaine', 'rap francais'];65;0.776;0.713;0.551;2;0
1511;Vulnerable;Selena Gomez;['dance pop', 'pop', 'post-teen pop'];55;0.695;0.573;0.38;1;0
1512;Dance Again;Selena Gomez;['dance pop', 'pop', 'post-teen pop'];56;0.784;0.552;0.465;1;0
1513;Ring;Selena Gomez;['dance pop', 'pop', 'post-teen pop'];55;0.873;0.51;0.871;2;0
1514;Crowded Room (feat. 6LACK);Selena Gomez;['dance pop', 'pop', 'post-teen pop'];55;0.724;0.415;0.328;1;0
1515;People You Know;Selena Gomez;['dance pop', 'pop', 'post-teen pop'];54;0.695;0.62;0.62;2;0
1516;Up All Night;Khalid;['pop'];69;0.665;0.712;0.669;2;0
1517;Nice To Meet Ya;Niall Horan;['dance pop', 'pop', 'post-teen pop'];68;0.591;0.841;0.392;1;0
1519;Let Me Get Me;Selena Gomez;['dance pop', 'pop', 'post-teen pop'];51;0.826;0.571;0.475;1;0
1520;A Sweeter Place (feat. Kid Cudi);Selena Gomez;['dance pop', 'pop', 'post-teen pop'];52;0.583;0.777;0.31;1;0
1521;Stuck In A Dream (feat. Gunna);Lil Mosey;['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap'];73;0.748;0.648;0.726;2;0
1522;Take What You Want (feat. Ozzy Osbourne & Travis Scott);Post Malone;['dfw rap', 'melodic rap', 'rap'];75;0.499;0.8;0.272;1;0
1523;Tip Toe (feat. A Boogie Wit da Hoodie);Roddy Ricch;['melodic rap', 'rap', 'trap'];63;0.757;0.673;0.574;2;0
1524;Start Wit Me (feat. Gunna);Roddy Ricch;['melodic rap', 'rap', 'trap'];68;0.886;0.479;0.408;1;0
1525;Diamonds (with Normani);Megan Thee Stallion;['houston rap', 'pop', 'pop rap', 'trap queen'];58;0.785;0.753;0.488;1;0
1526;Don't Call Me Up;Mabel;['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop'];79;0.674;0.881;0.234;1;0
1527;Death;Trippie Redd, DaBaby;['melodic rap', 'rap', 'trap'];65;0.802;0.82;0.613;2;0
1528;Calma - Remix;Pedro Capó, Farruko;['latin', 'latin pop', 'puerto rican pop'];76;0.826;0.773;0.761;2;0
1529;Cut You Off;Selena Gomez;['dance pop', 'pop', 'post-teen pop'];51;0.855;0.294;0.842;2;0
1530;Kinda Crazy;Selena Gomez;['dance pop', 'pop', 'post-teen pop'];49;0.691;0.446;0.534;1;0
1531;2002;Anne-Marie;['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop'];81;0.697;0.683;0.603;2;0
1532;Taki Taki (feat. Selena Gomez, Ozuna & Cardi B);DJ Snake;['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance'];71;0.842;0.801;0.617;2;0
1533;Family;The Chainsmokers, Kygo;['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house'];67;0.584;0.607;0.374;1;0
1534;GANG GANG;JACKBOYS, Sheck Wes;['rap', 'trap'];69;0.859;0.6;0.568;2;0
1535;Had Enough (feat. Quavo & Offset);Don Toliver;['rap', 'trap'];66;0.75;0.789;0.673;2;0
1536;WHAT TO DO? (feat. Don Toliver);JACKBOYS, Travis Scott;['rap', 'trap'];70;0.643;0.594;0.195;1;0
1537;Writing on the Wall (feat. Post Malone, Cardi B & Rvssian);French Montana;['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];59;0.773;0.836;0.497;2;0
1538;VALENTINO;24kGoldn;['cali rap'];74;0.746;0.717;0.523;2;0
1540;Roller;Apache 207;['german hip hop'];70;0.941;0.758;0.683;2;0
1541;Never Really Over;Katy Perry;['dance pop', 'pop', 'post-teen pop'];74;0.77;0.882;0.385;1;0
1542;One Kiss (with Dua Lipa);Calvin Harris;['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance'];81;0.791;0.862;0.592;2;0
1543;Fantasía;Ozuna;['latin', 'puerto rican pop', 'reggaeton', 'trap latino'];59;0.695;0.719;0.781;2;0
1544;Trampoline;SHAED, ZAYN;['electropop', 'pop'];73;0.619;0.459;0.498;1;0
1545;GATTI;JACKBOYS, Pop Smoke, Travis Scott;['rap', 'trap'];77;0.594;0.676;0.472;1;0
1546;Candy;Doja Cat;['dance pop', 'pop'];71;0.689;0.516;0.209;1;0
1547;JACKBOYS;JACKBOYS;['rap', 'trap'];56;0.413;0.13;0.676;1;0
1548;Combatchy (feat. MC Rebecca);Anitta, Lexa, Luísa Sonza;['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional'];64;0.826;0.73;0.605;2;0
1549;Old Town Road;Lil Nas X;['lgbtq+ hip hop', 'pop rap'];81;0.878;0.619;0.639;2;0
1550;Let Me Know (I Wonder Why Freestyle);Juice WRLD;['chicago rap', 'melodic rap'];76;0.635;0.537;0.383;1;0
1551;Ne reviens pas;Gradur, Heuss L'enfoiré;['francoton', 'french hip hop', 'pop urbaine', 'rap francais'];62;0.932;0.778;0.933;2;0
1552;New Rules;Dua Lipa;['dance pop', 'pop', 'uk pop'];79;0.762;0.7;0.608;2;0
1553;Cheirosa - Ao Vivo;Jorge & Mateus;['sertanejo', 'sertanejo universitario'];66;0.528;0.87;0.714;2;0
1554;Havana (feat. Young Thug);Camila Cabello;['dance pop', 'electropop', 'pop', 'post-teen pop'];81;0.765;0.523;0.394;1;0
1555;Surtada - Remix Brega Funk;Dadá Boladão, Tati Zaqui, OIK;['brega funk', 'funk carioca'];60;0.832;0.55;0.881;2;0
1556;Lover (Remix) [feat. Shawn Mendes];Taylor Swift;['pop', 'post-teen pop'];70;0.448;0.603;0.422;1;0
